地址,郵遞區號
臺北市中山區伊通街１９巷２７號四樓,104096.0
臺北市中山區新生北路二段６８巷８號九樓之７,104013.0
臺北市中山區北安路４５８巷４７弄１３號８樓,104044.0
臺北市中山區德惠街３４號八樓之６,104030.0
臺北市中山區民權東路二段152巷6弄1號3樓,104070.0
臺北市中山區復興北路１７０號九樓之１,104509.0
臺北市中山區中山北路二段84巷1號7樓,104017.0
臺北市中山區吉林路４７號五樓,104092.0
臺北市中山區中山北路二段115巷11號5樓之7,104014.0
臺北市中山區新生北路3段82巷2號3樓之4,104035.0
臺北市中山區長春路100號11樓,104489.0
臺北市中山區龍江路262號6樓,104081.0
臺北市中山區林森北路５３８號二樓之３,104030.0
臺北市中山區中原街４６之３號六樓,104087.0
臺北市中山區龍江路３５６巷５６號四樓,104065.0
臺北市中山區合江街５８巷２５號三樓,104082.0
臺北市中山區中山北路二段５９巷４５號１５樓之１４,104011.0
臺北市中山區新生北路二段７２巷１７號９樓,104013.0
臺北市中山區新生北路三段５６巷２１號２樓,104639.0
臺北市中山區撫順街１５號６樓之３,104026.0
臺北市中山區龍江路２２３巷２４號４樓,104111.0
臺北市中山區中山北路二段９３巷８號三樓,104014.0
臺北市中山區朱崙街６１號六樓,104104.0
臺北市中山區中山北路二段59巷18號2樓之1,104011.0
臺北市中山區新生北路二段３１巷６號三樓,104489.0
臺北市中山區長安東路一段５６巷１弄２號二樓,104006.0
臺北市中山區新生北路二段68巷9號2樓之1,104013.0
臺北市中山區復興北路１７０號十二樓,104509.0
臺北市中山區大直街57巷31號4樓,104040.0
臺北市中山區吉林路411號5樓,104055.0
臺北市中山區中山北路二段７７巷１７號五樓之２,104011.0
臺北市中山區龍江路120巷9號6樓之7,104107.0
臺北市中山區民權東路二段９２巷１弄６號五樓之２,104022.0
臺北市中山區新生北路二段６０巷４３號三樓,104012.0
臺北市中山區合江街１８２號二樓,104076.0
臺北市中山區中山北路三段３８號五樓之１,104027.0
臺北市中山區明水路４５３號４樓,104046.0
臺北市中山區中山北路三段２號七樓,104027.0
臺北市中山區新生北路二段１０８號六樓之８,104624.0
臺北市中山區長春路100號4樓,104489.0
臺北市中山區新生北路二段76號12樓之1,104013.0
臺北市中山區北安路564號4樓,104045.0
臺北市中山區新生北路二段３１之１號十樓之５,104489.0
臺北市中山區吉林路199巷25號三樓,104021.0
臺北市中山區新生北路２段58巷18號,104012.0
臺北市中山區中山北路一段５３巷２６號七樓之７,104005.0
臺北市中山區農安街１２５巷３７之３號,104034.0
臺北市中山區植福路２８６巷２８號十八樓,104053.0
臺北市中山區龍江路155巷1號3樓之1,104106.0
臺北市中山區南京東路一段13巷7弄2之7號,104010.0
臺北市中山區長安東路一段20號4樓之6,104006.0
臺北市中山區農安街10之1號10樓之1,104029.0
臺北市中山區撫順街２５號四樓之５,104027.0
臺北市中山區南京東路三段８９巷２７弄１６號五樓,104107.0
臺北市中山區民權東路2段156號6樓,104071.0
臺北市中山區建國北路一段９２巷６號７樓,104096.0
臺北市中山區新生北路二段36號11樓之4,104612.0
臺北市中山區長春路２５８巷２２弄１號,104108.0
臺北市中山區新生北路3段43之3號,104632.0
臺北市中山區民生東路一段２５號七樓之２７,104619.0
臺北市中山區敬業三路１６２巷３５號六樓,104050.0
臺北市中山區新生北路二段７４號九樓之４,104013.0
臺北市中山區堤頂大道二段350號5樓之1,104053.0
臺北市中山區吉林路４７之３號,104092.0
臺北市中山區林森北路263號6樓之22,104612.0
臺北市中山區中原街４６號五樓,104087.0
臺北市中山區天祥路８０號１１樓之５,104627.0
臺北市中山區明水路３９７巷７弄４６號６樓之２,104046.0
臺北市中山區新生北路二段７２巷２３號２樓之５,104013.0
臺北市中山區龍江路342巷51號2樓,104065.0
臺北市中山區復興北路６８巷７號二樓,104104.0
臺北市中山區北安路６２１巷６弄２２號四樓,104041.0
臺北市中山區北安路767巷12號4樓,104643.0
臺北市中山區渭水路２４號二樓,104094.0
臺北市中山區農安街20號4樓之7,104029.0
臺北市中山區中山北路二段115巷26號2樓,104615.0
臺北市中山區植福路286巷30號15樓,104053.0
臺北市中山區復興北路192號2樓之1,104112.0
臺北市中山區遼寧街101巷1號5樓之1,104104.0
臺北市中山區松江路４５巷４３號三樓,104094.0
臺北市中山區遼寧街１０１巷２５號3樓之3,104104.0
臺北市中山區錦州街３０巷１２號三樓之４,104014.0
臺北市中山區德惠街３２號四樓,104030.0
臺北市中山區明水路３９７巷７弄４９號五樓,104046.0
臺北市中山區中原街４６之３號七樓,104087.0
臺北市中山區中原街４６之１號四樓,104087.0
臺北市中山區中原街４６之3號5樓,104087.0
臺北市中山區建國北路一段5號二十二樓,104099.0
臺北市中山區新生北路三段56巷1號八樓之1,104039.0
臺北市中山區建國北路一段１號二十二樓,104099.0
臺北市中山區建國北路一段５號十六樓,104099.0
臺北市中山區新生北路二段１３３巷１２號六樓之２,104025.0
臺北市中山區建國北路一段７號十八樓,104099.0
臺北市中山區建國北路一段３號十七樓,104099.0
臺北市中山區建國北路一段７號二十一樓,104099.0
臺北市中山區建國北路一段３號二十一樓,104099.0
臺北市中山區建國北路一段３號二十二樓,104099.0
臺北市中山區建國北路一段７號十九樓,104099.0
臺北市中山區建國北路一段５號二十一樓,104099.0
臺北市中山區建國北路一段７號二十四樓,104099.0
臺北市中山區新生北路一段１１２號九樓之２,104007.0
臺北市中山區明水路４７５巷１９號３樓之２,104046.0
臺北市中山區林森北路458號9樓之2,104615.0
臺北市中山區八德路二段２４５號８樓之２,104101.0
臺北市中山區林森北路３４９號８樓之１,104013.0
臺北市中山區長安東路二段１１８之２號四樓,104094.0
臺北市中山區中山北路一段５３巷８號十一樓,104005.0
臺北市中山區建國北路一段７號十二樓,104099.0
臺北市中山區建國北路一段１號四樓,104099.0
臺北市中山區建國北路一段３號四樓,104099.0
臺北市中山區中原街４６號二樓,104087.0
臺北市中山區新生北路三段１１巷５１號四樓,104032.0
臺北市中山區建國北路一段７號四樓,104099.0
臺北市中山區建國北路一段５號十四樓,104099.0
臺北市中山區建國北路一段３號七樓,104099.0
臺北市中山區建國北路一段１號十六樓,104099.0
臺北市中山區建國北路一段１號五樓,104099.0
臺北市中山區建國北路一段１號九樓,104099.0
臺北市中山區建國北路一段５號四樓,104099.0
臺北市中山區建國北路一段７號十樓,104099.0
臺北市中山區建國北路一段７號十一樓,104099.0
臺北市中山區建國北路一段１號十四樓,104099.0
臺北市中山區新生北路二段６８巷８號八樓之１０,104013.0
臺北市中山區吉林路１３８號十樓,104085.0
臺北市中山區中山北路二段２７巷２號４樓之５,104004.0
臺北市中山區新生北路二段１３３巷１２號六樓之１,104025.0
臺北市中山區新生北路二段１３３巷１２號六樓,104025.0
臺北市中山區新生北路三段４３號八樓之９,104632.0
臺北市中山區新生北路三段９３巷６３號二樓,104033.0
臺北市中山區樂群二路５６號九樓,104048.0
臺北市中山區明水路３９７巷１８弄１０號２樓,104046.0
臺北市中山區興安街６３號８樓之２,104111.0
臺北市中山區建國北路二段３５號２樓之１１,104082.0
臺北市中山區民權東路一段72號三樓，三樓之1至11,104615.0
臺北市中山區吉林路456巷5號,104035.0
臺北市中山區松江路１８８巷２號六樓,104086.0
臺北市中山區伊通街1號4樓,104094.0
臺北市中山區雙城街28巷1號7樓之2,104030.0
臺北市中山區中山北路二段５９巷２１號五樓之１３,104011.0
臺北市中山區新生北路三段５６巷１號九樓之７,104039.0
臺北市中山區新生北路3段1號6樓之7,104032.0
臺北市中山區民權東路二段１５２巷１０號二樓,104070.0
臺北市中山區吉林路４４７巷１６號三樓,104055.0
臺北市中山區長安東路一段43巷5號3樓,104009.0
臺北市中山區新生北路三段４３號八樓,104632.0
臺北市中山區中山北路二段１１５巷３弄２０號二樓,104014.0
臺北市中山區長安東路一段５６巷７弄２２之１號二樓,104006.0
臺北市中山區長安東路一段５６巷７弄２０之１號五樓,104006.0
臺北市中山區長安東路一段５６巷７弄２２之１號五樓,104006.0
臺北市中山區長安東路一段５６巷７弄２２號三樓,104006.0
臺北市中山區長安東路一段５６巷７弄２２之１號,104006.0
臺北市中山區吉林路４４７巷１３號５樓,104055.0
臺北市中山區民權東路一段２５號９樓,104028.0
臺北市中山區林森北路３８３巷２２號２樓之１,104013.0
臺北市中山區農安街１０之１號８樓,104029.0
臺北市中山區合江街１１６巷１０號３樓,104083.0
臺北市中山區長春路２６７號二樓,104110.0
臺北市中山區明水路５８１巷１７號七樓之２,104047.0
臺北市中山區林森北路２６３號十一樓之３,104612.0
臺北市中山區民權東路二段１５２巷６弄１１號六樓,104070.0
臺北市中山區中原街４６之２號六樓,104087.0
臺北市中山區林森北路３４９號１４樓之１,104013.0
臺北市中山區新生北路三段４３號九樓之１３,104632.0
臺北市中山區北安路789號12樓之5,104043.0
臺北市中山區通北街118巷11號9樓,104036.0
臺北市中山區新生北路三段82號5樓之2,104035.0
臺北市中山區長安東路二段２０８號四樓,104101.0
臺北市中山區中山北路一段83巷5號7樓之21,104003.0
臺北市中山區伊通街５６號七樓,104095.0
臺北市中山區龍江路242號5樓,104081.0
臺北市中山區松江路２２６巷１５號五樓,104021.0
臺北市中山區北安路６３０巷１３號五樓,104047.0
臺北市中山區中原街４６之２號三樓,104087.0
臺北市中山區民生東路三段６５巷２弄５號３樓,104080.0
臺北市中山區民生東路一段25號八樓之13,104619.0
臺北市中山區基湖路120巷33號4樓,104052.0
臺北市中山區中原街４６號四樓,104087.0
臺北市中山區合江街９５號四樓,104081.0
臺北市中山區民生東路二段８３號七樓之１６,104620.0
臺北市中山區建國北路二段99號2樓之1,104083.0
臺北市中山區中山北路二段77巷29號八樓之1,104011.0
臺北市中山區民生東路一段７２號十二樓之１,104017.0
臺北市中山區八德路二段３１７號十樓,104101.0
臺北市中山區敬業三路１６２巷１１５號六樓,104051.0
臺北市中山區新生北路二段１０８號五樓之１,104624.0
臺北市中山區新生北路三段４３號八樓之５,104632.0
臺北市中山區南京東路一段132巷21號7樓之5,104008.0
臺北市中山區建國北路一段２３巷６０號八樓,104099.0
臺北市中山區民生東路一段２５號七樓之３８,104619.0
臺北市中山區建國北路一段１號二十三樓,104099.0
臺北市中山區建國北路一段３號二十三樓,104099.0
臺北市中山區建國北路一段１號二十一樓,104099.0
臺北市中山區建國北路一段１號十七樓,104099.0
臺北市中山區建國北路一段７號十六樓,104099.0
臺北市中山區復興北路２３４號３樓之１,104112.0
臺北市中山區新生北路一段１１０號７樓之１,104007.0
臺北市中山區長春路３１０號１３樓,104108.0
臺北市中山區松江路２７號８樓之７,104094.0
臺北市中山區中山北路二段１２２號八樓,104018.0
臺北市中山區新生北路二段６８巷８號８樓之１２,104013.0
臺北市中山區民族東路６０號五樓之８,104039.0
臺北市中山區中山北路三段３９號七樓之１２,104029.0
臺北市中山區基湖路112巷10號4樓,104052.0
臺北市中山區吉林路105號3樓,104085.0
臺北市中山區新生北路三段６８巷２５號四樓之２,104033.0
臺北市中山區建國北路三段７１號5樓之1,104066.0
臺北市中山區新生北路二段108號八樓之13,104624.0
臺北市中山區民生東路一段７２號十樓之５,104017.0
臺北市中山區南京東路二段１０８號十六樓,104491.0
臺北市中山區南京東路二段１０８號十六樓之１８,104491.0
臺北市中山區吉林路１６１巷２８號５樓之１,104021.0
臺北市中山區南京東路二段１０８號１６樓之１２,104491.0
臺北市中山區植福路２８６巷３８號１２樓,104053.0
臺北市中山區民生東路二段８３號５樓之１１,104620.0
臺北市中山區民權東路二段１３５巷２０弄１３號５樓,104068.0
臺北市中山區明水路５３７號２樓,104047.0
臺北市中山區合江街１９號二樓,104110.0
臺北市中山區中山北路三段28號11樓之7,104027.0
臺北市中山區吉林路407巷3號4樓,104055.0
臺北市中山區大直街39巷13號4樓,104040.0
臺北市中山區龍江路356巷50號2樓之1,104065.0
臺北市中山區農安街４３號五樓之１,104030.0
臺北市中山區錦州街１５９號六樓之１１,104624.0
臺北市中山區中原街４６之２號四樓,104087.0
臺北市中山區林森北路４０９號五樓之２６,104613.0
臺北市中山區新生北路三段43號11樓之28,104632.0
臺北市中山區新生北路二段68巷13號2樓之5,104013.0
臺北市中山區明水路５９６號８樓之１,104051.0
臺北市中山區松江路１３２巷１７之４號３樓,104092.0
臺北市中山區中山北路二段５９巷２６號５樓,104011.0
臺北市中山區長安東路二段２３０號五樓,104701.0
臺北市中山區建國北路一段５號二十樓,104099.0
臺北市中山區建國北路一段５號十八樓,104099.0
臺北市中山區建國北路一段７號十七樓,104099.0
臺北市中山區建國北路一段１號二十樓,104099.0
臺北市中山區新生北路二段73號五樓之17,104087.0
臺北市中山區建國北路三段７６號七樓,104069.0
臺北市中山區龍江路３５６巷５０號七樓,104065.0
臺北市中山區松江路５６２號四樓之３,104054.0
臺北市中山區八德路二段３１３號八樓,104101.0
臺北市中山區明水路557巷13號2樓,104047.0
臺北市中山區松江路204巷2之1號3樓,104086.0
臺北市中山區中原街４６之１號二樓,104087.0
臺北市中山區松江路170巷11號8樓,104086.0
臺北市中山區新生北路二段76號8樓之3,104013.0
臺北市中山區龍江路120巷9號8樓之8,104107.0
臺北市中山區建國北路二段１０６號五樓,104071.0
臺北市中山區復興北路232號9樓之1,104112.0
臺北市中山區龍江路３７０巷８號５樓,104065.0
臺北市中山區新生北路二段１３３巷１２號２樓之３,104025.0
臺北市中山區松江路164巷63號3樓,104088.0
臺北市中山區新生北路二段62巷8號17樓,104012.0
臺北市中山區中山北路二段１１８號六樓之７,104018.0
臺北市中山區撫順街31號7樓之7,104027.0
臺北市中山區長安東路二段16號7樓之1,104093.0
臺北市中山區通北街６５巷２弄２３號二樓,104037.0
臺北市中山區德惠街１７９號四層,104054.0
臺北市中山區建國北路一段７號七樓,104099.0
臺北市中山區中原街４６號六樓,104087.0
臺北市中山區明水路595號2樓,104047.0
臺北市中山區新生北路二段１０８號十二樓之２,104624.0
臺北市中山區中山北路三段５５巷１０號五樓之１,104029.0
臺北市中山區吉林路２１８巷８號３樓,104020.0
臺北市中山區吉林路22巷3號5樓,104084.0
臺北市中山區長春路１３７巷５號２樓,104088.0
臺北市中山區中原街４６之３號四樓,104087.0
臺北市中山區林森北路１０７巷８１號五樓之３,104007.0
臺北市中山區林森北路561號七樓之2,104031.0
臺北市中山區德惠街10號2樓之4,104030.0
臺北市中山區德惠街34號7樓之18,104030.0
臺北市中山區長春路137巷5號4樓之1,104088.0
臺北市中山區長春路88號9樓之3,104012.0
臺北市中山區合江街29號3樓之1,104110.0
臺北市中山區樂群二路172號4樓,104052.0
臺北市中山區林森北路655號10樓,104031.0
臺北市中山區南京東路一段13巷10號3樓,104010.0
臺北市中山區新生北路三段11巷16號3樓,104032.0
臺北市中山區敬業一路１１８號二樓,104051.0
臺北市中山區林森北路８５巷５６號等2 棟,104009.0
臺北市中山區新生北路三段７０號五樓之５,104033.0
臺北市中山區新生北路二段６８巷８號11樓之10,104013.0
臺北市中山區吉林路１６８巷２３號,104085.0
臺北市中山區南京東路二段２３號十樓,104089.0
臺北市中山區建國北路一段７號六樓,104099.0
臺北市中山區植福路２８６巷３０號七樓,104053.0
臺北市中山區植福路２８６巷２８號十七樓,104053.0
臺北市中山區雙城街４９巷１８號４樓,104031.0
臺北市中山區中山北路二段９３巷８號４樓之１２,104014.0
臺北市中山區南京東路三段８９巷１５弄８號３樓,104107.0
臺北市中山區雙城街３巷２號６樓之４,104628.0
臺北市中山區市民大道三段１６９號４樓之６,104100.0
臺北市中山區長春路146之1號,104088.0
臺北市中山區龍江路65巷18之1號5樓,104103.0
臺北市中山區農安街２４５號二樓,104069.0
臺北市中山區吉林路３６９號六樓之１４,104057.0
臺北市中山區新生北路二段62巷16號4樓之6,104012.0
臺北市中山區農安街10之1號12樓,104029.0
臺北市中山區敬業三路１６２巷１６４號,104050.0
臺北市中山區民權東路一段７９號五樓,104028.0
臺北市中山區雙城街3巷2號11樓之1,104628.0
臺北市中山區新生北路二段68巷9號12樓,104013.0
臺北市中山區八德路二段317號九樓,104101.0
臺北市中山區林森北路286號7樓之8,104010.0
臺北市中山區吉林路１２之８號三樓,104084.0
臺北市中山區錦西街３號五樓,104018.0
臺北市中山區松江路170巷9號2樓之1,104086.0
臺北市中山區中原街４６之３號二樓,104087.0
臺北市中山區林森北路１０７巷８２號五樓之３,104007.0
臺北市中山區長春路２４７號９樓,104110.0
臺北市中山區遼寧街１９９巷２１號６樓,104105.0
臺北市中山區南京東路二段１０８號十樓之２０,104491.0
臺北市中山區南京東路二段１０８號十樓之２１,104491.0
臺北市中山區農安街6號四樓之11,104029.0
臺北市中山區錦州街３０巷１１號六樓之７,104014.0
臺北市中山區新生北路二段68巷13號6樓之3,104013.0
臺北市中山區林森北路１１９巷８８號二樓,104007.0
臺北市中山區松江路７７巷１４號六樓,104095.0
臺北市中山區林森北路５３６號十一樓之８,104030.0
臺北市中山區雙城街４３巷１號四樓之１１,104031.0
臺北市中山區吉林路２５４號七樓2戶,104024.0
臺北市中山區合江街１２７巷３號四樓之１,104077.0
臺北市中山區新生北路三段８４巷４9號,104035.0
臺北市中山區新生北路二段６２巷１６號３樓,104012.0
臺北市中山區建國北路一段１５０號６樓之６、６樓之７,104096.0
臺北市中山區新生北路三段５６巷１號１１樓之７,104039.0
臺北市中山區農安街３４號９樓之２,104030.0
臺北市中山區龍江路７１巷１１號４樓,104104.0
臺北市中山區天祥路１６巷１５號７樓之３,104019.0
臺北市中山區建國北路二段１８６巷１３號３樓,104071.0
臺北市中山區新生北路二段４１巷１７號５樓,104087.0
臺北市中山區吉林路１４巷１１號６樓之１,104084.0
臺北市中山區長安東路一段８３之１號三樓,104009.0
臺北市中山區建國北路二段３巷１５號三樓之８,104108.0
臺北市中山區興安街５３之３號五樓,104111.0
臺北市中山區新生北路二段133巷18號3樓之2,104025.0
臺北市中山區中山北路二段２７巷１７號六樓之５,104004.0
臺北市中山區雙城街19巷8號2樓之6,104039.0
臺北市中山區八德路二段６６號三樓之１１,104097.0
臺北市中山區新生北路二段74號七樓之10,104013.0
臺北市中山區新生北路一段１０８之３號五樓之４,104007.0
臺北市中山區安東街21號7樓之1,104098.0
臺北市中山區五常街３１號十二樓之１,104064.0
臺北市中山區北安路５８８巷４６弄９號,104045.0
臺北市中山區林森北路１０７巷８１號四樓之６,104007.0
臺北市中山區建國北路一段１號二十四樓,104099.0
臺北市中山區南京西路１號七樓之１,104002.0
臺北市中山區建國北路一段５號二十四樓,104099.0
臺北市中山區建國北路一段７號二十二樓,104099.0
臺北市中山區建國北路一段７號二十三樓,104099.0
臺北市中山區建國北路一段７號二十樓,104099.0
臺北市中山區建國北路一段５號十七樓,104099.0
臺北市中山區農安街１３８之１號４樓,104056.0
臺北市中山區松江路１８號８樓之２,104093.0
臺北市中山區林森北路５０號１０樓之６,104404.0
臺北市中山區新生北路三段１號１０樓之９,104032.0
臺北市中山區長安東路二段１１８之２號８樓,104094.0
臺北市中山區建國北路一段３號十八樓,104099.0
臺北市中山區中山北路二段５２號九樓,104416.0
臺北市中山區錦州街１５９號五樓之４,104624.0
臺北市中山區農安街９號五樓之４,104029.0
臺北市中山區明水路５６１號十六樓,104047.0
臺北市中山區錦西街３１號四樓之５,104018.0
臺北市中山區新生北路二段１３３巷１３號二樓,104025.0
臺北市中山區吉林路２９９巷６號三樓,104057.0
臺北市中山區復興北路66號10樓之8,104104.0
臺北市中山區中山北路一段121巷19號2樓之2,104003.0
臺北市中山區新生北路二段５８巷５０號二樓,104012.0
臺北市中山區林森北路４０９號十二樓之２３,104613.0
臺北市中山區南京東路二段２３號七樓,104089.0
臺北市中山區林森北路306號四樓之4,104010.0
臺北市中山區明水路397巷2弄22號3樓之1,104046.0
臺北市中山區新生北路一段５６號１３樓,104609.0
臺北市中山區八德路二段３００巷５８號九樓之１,104098.0
臺北市中山區建國北路一段７號九樓,104099.0
臺北市中山區建國北路一段５號十一樓,104099.0
臺北市中山區建國北路一段１號十樓,104099.0
臺北市中山區建國北路一段５號十樓,104099.0
臺北市中山區建國北路一段１號十三樓,104099.0
臺北市中山區建國北路一段５號十二樓,104099.0
臺北市中山區建國北路一段１號十五樓,104099.0
臺北市中山區新生北路３段56巷1號2樓之13,104039.0
臺北市中山區新生北路二段７６號十樓之１０,104013.0
臺北市中山區新生北路三段４３號５樓之２６,104632.0
臺北市中山區松江路２６巷８號４樓,104093.0
臺北市中山區建國北路一段１號六樓,104099.0
臺北市中山區建國北路一段１號七樓,104099.0
臺北市中山區建國北路一段１號八樓,104099.0
臺北市中山區新生北路二段40號7樓,104612.0
臺北市中山區興安街100號14樓,104109.0
臺北市中山區南京東路三段48巷38號2樓之3,104103.0
臺北市中山區合江街１８８巷２１號六樓,104076.0
臺北市中山區新生北路二段１２７巷４２號,104024.0
臺北市中山區合江街１００巷２７號５樓,104083.0
臺北市中山區新生北路二段１０１巷１７號五樓,104087.0
臺北市中山區林森北路３４９號２０樓之１,104013.0
臺北市中山區中山北路一段８３巷１８號５樓之３,104003.0
臺北市中山區長春路２５８巷１０弄２之１號２樓,104108.0
臺北市中山區林森北路５８５號４樓之６,104031.0
臺北市中山區敬業三路１６２巷１７６號１２樓,104050.0
臺北市中山區天祥路８２號４樓,104627.0
