土地位置建物門牌,編號,latitude,longitude
臺北市中山區民權東路一段５９號十樓,RPWNMLPJOHPFFCA68CA,25.062911,121.525007
臺北市中山區民權東路一段５９號十一樓,RPXNMLPJOHPFFCA78CA,25.062911,121.525007
臺北市中山區林森北路472號六樓之16,RPXSMLOLPHPFFCA86CA,25.06115,121.52547
臺北市中山區松江路４３號二樓之５,RPVRMLKLNHPFFCA68DA,25.064752,121.524934
臺北市中山區北安路621巷14號4樓,RPWNMLKLNHPFFCA28CA,25.082855,121.548108
臺北市中山區新生北路一段54號9樓之3,RPORMLTKNHPFFCA68CA,25.046438,121.531052
臺北市中山區松江路204巷23號3樓之1,RPSQMLKLNHPFFCA18CA,25.057577,121.532047
臺北市中山區南京東路二段108號10樓之22,RPRNMLLLNHPFFCA87CA,25.051839,121.532169
臺北市中山區民生東路二段１２７巷６號七樓之１,RPOOMLMLNHPFFCA77CA,25.0582499,121.5321568
臺北市中山區中山北路二段７７巷１７號５樓之１,RPUOMLLJOHPFFCA18CA,25.057551,121.523665
臺北市中山區林森北路９６號十一樓之１,RPPRMLRLNHPFFCA68CA,25.049921,121.524667
臺北市中山區建國北路二段１４３號十樓之１,RPTOMLPLNHPFFCA58CA,25.061015,121.53766
臺北市中山區民生東路三段８８巷３６號九樓之１,RPSOMLSJOHPFFCA68CA,25.05653,121.542634
臺北市中山區中山北路一段５３巷８號５樓之１１,RPQRMLPLNHPFFCA68DA,25.049101,121.522127
臺北市中山區復興北路３８號７樓之２,RPRNMLKLNHPFFCA87DA,25.04927,121.543724
臺北市中山區復興北路４４８號１１樓之１２,RPWQMLQLNHPFFCA66DA,25.06409,121.5441
臺北市中山區長安東路二段１１８號５樓,RPVTMLPLNHPFFCA76DA,25.048278,121.53605
臺北市中山區新生北路二段６０巷２號五樓之９,RPQQMLMLNHPFFCA18CA,25.055546,121.527197
臺北市中山區南京東路二段108號15樓之6,RPVPMLLLNHPFFCA48CA,25.051839,121.532169
臺北市中山區建國北路二段89號2樓之1,RPQRMLLLNHPFFCA18CA,25.058623,121.537446
臺北市中山區松江路64巷2之3號四樓,RPXSMLPLNHPFFCA76CA,25.04891,121.53231
臺北市中山區長春路８８號七樓之９,RPSQMLMLNHPFFCA38CA,25.054789,121.526949
臺北市中山區長安東路一段１０１號四樓之２,RPSOMLMLNHPFFCA18CA,25.048234,121.529066
臺北市中山區建國北路三段７１號五樓之３,RPQPMLMLNHPFFCA08CA,25.064995,121.53723
臺北市中山區農安街１９號十一樓之７,RPRTMLOJOHPFFCA68CA,25.065031,121.524022
臺北市中山區民權東路三段５６號十樓之２,RPTNMLOJOHPFFCA28CA,25.061976,121.542027
臺北市中山區長安東路二段111號15樓,RPTPMLMLIIPFFCA97CA,25.0485348,121.5354603
臺北市中山區南京東路一段６２之１號８樓之２,RPUQMLQLNHPFFCA09DA,25.051927,121.524989
臺北市中山區長安東路一段５６巷１弄４９號３樓,RPTRMLMJOHPFFCA58DA,25.0468857,121.5302146
臺北市中山區新生北路二段９６號十一樓之２０,RPSNMLOJOHPFFCA18CA,25.059136,121.527228
臺北市中山區新生北路二段６８巷８號3樓之16,RPRQMLNJOHPFFCA28CA,25.0566901,121.5266692
臺北市中山區新生北路三段82巷25號4樓,RPTNMLQLNHPFFCA58CA,25.067148,121.526756
臺北市中山區中山北路二段１１８號三樓之３,RPSPMLQLNHPFFCA68CA,25.061013,121.522733
臺北市中山區新生北路二段９６號八樓之１２,RPUNMLMJOHPFFCA18CA,25.059136,121.527228
臺北市中山區新生北路三段10號八樓之7,RPSQMLTLNHPFFCA09CA,25.063266,121.527356
臺北市中山區龍江路３５６巷８４號三樓,RPSNMLMLNHPFFCA08CA,25.065899,121.537481
臺北市中山區新生北路二段74號四樓之9,RPUQMLMLNHPFFCA58CA,25.057135,121.527173
臺北市中山區德惠街34號10樓之3,RPSNMLPLNHPFFCA38CA,25.0665869,121.5261865
臺北市中山區民生東路一段70巷11號3樓之2,RPQNMLQLNHPFFCA28CA,25.057268,121.526531
臺北市中山區德惠街３４號六樓之１９,RPTTMLPLNHPFFCA09CA,25.0665869,121.5261865
臺北市中山區民生東路一段２５號九樓之１２,RPWPMLPLNHPFFCA98CA,25.058196,121.524317
臺北市中山區新生北路三段61號六樓之25,RPRNMLTJOHPFFCA58CA,25.065979,121.528078
臺北市中山區民權西路９巷２２號６樓之７,RPWPMLLJOHPFFCA58DA,25.063666,121.521701
臺北市中山區民權東路一段５９號五樓,RPUNMLRKOHPFFCA78CA,25.062911,121.525007
臺北市中山區民權東路一段６１之１號十樓,RPOOMLRKOHPFFCA28CA,25.062902,121.525052
臺北市中山區基湖路１２０巷７號三樓,RPOOMLNLOHPFFCA97CA,25.078309,121.563151
臺北市中山區雙城街４３巷７號三樓之５,RPOOMLKKOHPFFCA57CA,25.067553,121.524802
臺北市中山區雙城街19巷8號5樓之16,RPSQMLRLNHPFFCA88CA,25.065328,121.524851
臺北市中山區農安街34號10樓之7、10樓之8,RPSNMLRLNHPFFCA58CA,25.064796,121.526825
臺北市中山區新生北路三段76號9樓,RPVNMLSLNHPFFCA98CA,25.066466,121.527388
臺北市中山區長春路１６０號３樓,RPUQMLMJOHPFFCA58DA,25.054643,121.532446
臺北市中山區龍江路２２３巷６號５樓,RPURMLMJOHPFFCA68DA,25.056751,121.541062
臺北市中山區松江路２２１巷２９號五樓,RPTQMLTKOHPFFCA56CA,25.058505,121.535805
臺北市中山區新生北路二段６８巷８號11樓之13,RPUQMLNJOHPFFCA58CA,25.0566901,121.5266692
臺北市中山區林森北路538號二樓,RPVOMLTLNHPFFCA56CA,25.063898,121.525282
臺北市中山區民生東路一段48號10樓之8,RPWNMLLJOHPFFCA28CA,25.057949,121.524734
臺北市中山區四平街１０７號五樓之2,RPUNMLTLOHPFFCA09CA,25.053735,121.535807
臺北市中山區錦州街５０號１１樓之１１,RPQSMLLJOHPFFCA28DA,25.060163,121.526107
臺北市中山區朱崙街７３號１０樓,RPSNMLNKOHPFFCA28DA,25.0500594,121.5425305
臺北市中山區林森北路４５８號十一樓之１,RPWNMLSKOHPFFCA09CA,25.0609,121.52551
臺北市中山區雙城街４６巷１５號二樓之１,RPRPMLMJOHPFFCA08CA,25.067586,121.523437
臺北市中山區新生北路二段６６號三樓之１５,RPRNMLNJOHPFFCA97CA,25.056114,121.527201
臺北市中山區新生北路一段54號10樓之4,RPPSMLLJOHPFFCA08CA,25.046438,121.531052
臺北市中山區建國北路二段9之2號14樓之4,RPSPMLNJOHPFFCA28CA,25.053423,121.537241
臺北市中山區松江路95之1號11樓之1,RPUOMLNJOHPFFCA38CA,25.0509142,121.5332121
臺北市中山區市民大道三段１６７號五樓之１,RPVOMLTJOHPFFCA09CA,22.754743,121.146967
臺北市中山區吉林路369號五樓之2,RPPQMLPJOHPFFCA28CA,25.065069,121.53051
臺北市中山區德惠街18號3樓之1,RPOOMLNJOHPFFCA77CA,25.0666077,121.5251101
臺北市中山區民生東路二段３號七樓,RPSOMLMJPHPFFCA18CA,25.058183,121.5281288
臺北市中山區農安街３４號６樓,RPVRMLNJOHPFFCA88DA,25.064796,121.526825
臺北市中山區民權東路一段５９號八樓,RPRQMLSKOHPFFCA88CA,25.067076,121.523203
臺北市中山區民權東路一段５７號八樓,RPUQMLSKOHPFFCA56CA,25.062906,121.524941
臺北市中山區林森北路１０７巷９０號六樓之１,RPXRMLKMOHPFFCA98CA,25.049525,121.528007
臺北市中山區長安東路二段１７８號十二樓之９,RPURMLKKOHPFFCA48CA,25.048195,121.540564
臺北市中山區民生東路三段88巷20號10樓,RPWPMLPJOHPFFCA88CA,25.05686,121.542363
臺北市中山區建國北路三段１４３號五樓,RPUTMLOJOHPFFCA98CA,25.0671974,121.534969
臺北市中山區民生東路一段５４號九樓之６,RPQQMLLKOHPFFCA08CA,25.06025,121.523668
臺北市中山區新生北路二段６６號十一樓之６,RPURMLKKQHPFFCA68CA,25.056114,121.527201
臺北市中山區復興北路448號10樓之12,RPPQMLRKOHPFFCA68DA,25.06409,121.5441
臺北市中山區德惠街１８號二樓之５,RPTQMLMKOHPFFCA48CA,25.0666077,121.5251101
臺北市中山區民權東路一段１９號十一樓,RPUNMLSKOHPFFCA88CA,25.0629922,121.5234669
臺北市中山區五常街11巷5號三樓之2,RPSNMLKLOHPFFCA97CA,25.064652,121.537915
臺北市中山區北安路578巷8弄12號3樓之1,RPPNMLLKOHPFFCA67CA,25.0806904,121.5497584
臺北市中山區新生北路三段23號12樓之3,RPRNMLLKOHPFFCA87CA,25.064293,121.528023
臺北市中山區林森北路409號七樓之8,RPXOMLTJOHPFFCA66CA,25.059603,121.525702
臺北市中山區林森北路472號六樓之6,RPOPMLTJOHPFFCA48CA,25.06115,121.52547
臺北市中山區中山北路二段１８３號八樓之３,RPPOMLTJOHPFFCA48CA,25.063408,121.522706
臺北市中山區民權東路一段４８號十一樓之２,RPPQMLMKOHPFFCA08CA,25.0625214,121.5241012
臺北市中山區新生北路三段16號3樓之1,RPPNMLNKOHPFFCA87CA,25.063456,121.527367
臺北市中山區林森北路85巷77號2樓,RPPPMLMKOHPFFCA97CA,25.04929,121.527483
臺北市中山區中山北路二段６５巷２弄１３號５樓之１,RPSOMLRKOHPFFCA78DA,25.056739,121.524388
臺北市中山區林森北路263號八樓之3,RPRPMLRKOHPFFCA68CA,25.0545986,121.5255575
臺北市中山區民生東路二段83號二樓之31,RPRQMLTJOHPFFCA88CA,25.058123,121.530731
臺北市中山區林森北路399巷19號3樓之2,RPPOMLLKOHPFFCA77CA,25.0596,121.526249
臺北市中山區長春路２６７號七樓,RPTOMLMLOHPFFCA38CA,25.0547588,121.5412743
臺北市中山區新生北路三段８２號五樓之１,RPPRMLSKOHPFFCA78CA,25.067136,121.527416
臺北市中山區新生北路二段６６號七樓之１９,RPUNMLNKOHPFFCA38CA,25.056114,121.527201
臺北市中山區民權東路一段48號十樓之5,RPXOMLOKQHPFFCA09CA,25.0625214,121.5241012
臺北市中山區復興北路４８６號４樓之５,RPTNMLNKOHPFFCA38DA,25.065076,121.544121
臺北市中山區松江路７７巷２號４樓之１２,RPSTMLOLOHPFFCA09DA,25.049692,121.53332
臺北市中山區中山北路二段３６巷３４號５樓,RPTRMLMLOHPFFCA78DA,25.054239,121.520781
臺北市中山區錦州街352號二樓,RPSQMLQKOHPFFCA88DA,25.060154,121.539509
臺北市中山區錦州街352號四樓,RPQOMLPKOHPFFCA38DA,25.060154,121.539509
臺北市中山區民權西路６７號八樓,RPPOMLMKOHPFFCA87CA,25.0630291,121.5201639
臺北市中山區建國北路二段222號12樓,RPOPMLMKOHPFFCA87CA,25.060909,121.536563
臺北市中山區伊通街1號8樓之2,RPSOMLPKOHPFFCA48CA,25.0480054,121.5348022
臺北市中山區松江路３６２巷５３號５樓,RPRTMLOLOHPFFCA98DA,25.062052,121.531384
臺北市中山區林森北路587號6樓之9,RPTNMLQKOHPFFCA58CA,25.066025,121.525833
臺北市中山區錦州街５０號十二樓之１１,RPTSMLQKOHPFFCA09CA,25.060163,121.526107
臺北市中山區松江路１６０巷５之１號,RPXPMLKLOHPFFCA68CA,25.055397,121.532534
臺北市中山區松江路４２２號十六樓,RPQNMLMLOHPFFCA97CA,25.0644578,121.5328831
臺北市中山區八德路二段６６號八樓之１２,RPWRMLKMOHPFFCA88CA,25.045347,121.535415
臺北市中山區民生東路一段54號4樓之6,RPWNMLRKOHPFFCA98CA,25.057924,121.524959
臺北市中山區林森北路416巷1號4樓,RPPOMLRKOHPFFCA38CA,25.0597912,121.5250618
臺北市中山區建國北路一段150號7樓之9,RPQOMLRKOHPFFCA48CA,25.051368,121.536321
臺北市中山區遼寧街７６巷６號２樓之４,RPOOMLRLOHPFFCA48DA,25.050972,121.541417
臺北市中山區中山北路二段６５巷９號十四樓,RPPRMLRKOHPFFCA68CA,25.057142,121.523653
臺北市中山區松江路3號7樓之7,RPXNMLSKOHPFFCA56CA,25.04599,121.53314
臺北市中山區新生北路二段36號11樓之5,RPPNMLTKOHPFFCA48CA,25.054491,121.527136
臺北市中山區五常街11巷5號四樓,RPUOMLKMOHPFFCA38CA,25.064652,121.537915
臺北市中山區八德路二段２９６號四樓,RPPRMLMLOHPFFCA28CA,25.046984,121.54208
臺北市中山區中原街22號二樓之13,RPRRMLRJPHPFFCA88CA,25.056706,121.528735
臺北市中山區中山北路二段１８３號十樓之５,RPSPMLTKOHPFFCA98CA,25.063408,121.522706
臺北市中山區基湖路１１２巷５１號９樓,RPQOMLRLOHPFFCA68DA,25.079304,121.562541
臺北市中山區長春路７８號６樓之４,RPPOMLNJPHPFFCA08DA,25.054799,121.526589
臺北市中山區龍江路５５巷８號４樓,RPXQMLNJPHPFFCA09DA,25.049513,121.540913
臺北市中山區新生北路一段７８號３樓之２,RPPNMLSLOHPFFCA58DA,25.047324,121.530034
臺北市中山區農安街１６６號二樓,RPQPMLKLOHPFFCA97CA,25.064577,121.534263
臺北市中山區新生北路三段10號四樓之3?四樓之4,RPSPMLKLOHPFFCA18CA,25.063266,121.527356
臺北市中山區新生北路三段56巷1號3樓之9,RPVQMLKLOHPFFCA58CA,25.065404,121.527262
臺北市中山區民權西路69號9樓之1,RPSOMLMLOHPFFCA28CA,25.0630294,121.5200944
臺北市中山區松江路64巷22號6樓之1,RPXNMLMLOHPFFCA68CA,25.0489583,121.5310697
臺北市中山區長春路220號11樓之7,RPQNMLKMOHPFFCA87CA,25.054564,121.537762
臺北市中山區松江路１８８巷２號四樓,RPPRMLPKPHPFFCA58CA,25.0567276,121.532553
臺北市中山區松江路７７巷２號三樓之１３,RPURMLNKPHPFFCA88CA,25.049692,121.53332
臺北市中山區雙城街４６巷１５號五樓,RPXNMLQJPHPFFCA98CA,25.067586,121.523437
臺北市中山區民生東路一段25號五樓之21,RPSTMLTJPHPFFCA76CA,25.058196,121.524317
臺北市中山區錦州街50號11樓之25,RPVPMLMLOHPFFCA68CA,25.060163,121.526107
臺北市中山區長安東路一段20號五樓,RPXNMLNLOHPFFCA88DA,25.049155,121.523886
臺北市中山區南京東路三段８９巷２７弄１７號１６樓,RPTTMLOLOHPFFCA56DA,25.054205,121.5382375
臺北市中山區雙城街３巷２號９樓之１０,RPVNMLOLOHPFFCA78DA,25.063223,121.524594
臺北市中山區南京東路二段108號6樓之25,RPRSMLNLOHPFFCA68CA,25.051839,121.532169
臺北市中山區新生北路二段68巷9號4樓之10,RPSSMLNLOHPFFCA78CA,25.056541,121.526791
臺北市中山區長安東路一段65巷22號3樓,RPSRMLNLOHPFFCA68CA,25.049124,121.52744
臺北市中山區長春路28號9樓之8,RPSNMLNLOHPFFCA28CA,25.0548348,121.5247678
臺北市中山區新生北路三段1號7樓之10,RPSRMLMLOHPFFCA58CA,25.062887,121.527991
臺北市中山區中山北路二段１２３號九樓,RPVNMLNLOHPFFCA58CA,25.061114,121.523188
臺北市中山區新生北路三段５６巷１號九樓之９,RPUOMLRJPHPFFCA88CA,25.065404,121.527262
臺北市中山區合江街２９號七樓之１,RPVRMLNKPHPFFCA98CA,25.055379,121.539171
臺北市中山區新生北路三段５６巷１號三樓之４,RPOUMLQKPHPFFCA88CA,25.065404,121.527262
臺北市中山區中山北路二段１８３號十八樓之５,RPSOMLMKQHPFFCA38CA,25.063408,121.522706
臺北市中山區新生北路二段36號八樓,RPWOMLQJPHPFFCA98CA,25.054491,121.527136
臺北市中山區民權東路一段５７號九樓,RPRSMLQJPHPFFCA88CA,25.062906,121.524941
臺北市中山區民生東路一段７０巷７號二樓之９,RPWOMLRJPHPFFCA09CA,25.0575901,121.5265033
臺北市中山區長安東路二段３１號七樓之７,RPSQMLTJPHPFFCA09CA,25.048612,121.531176
臺北市中山區龍江路２５２號三樓之３,RPTPMLOLOHPFFCA68CA,25.059354,121.540585
臺北市中山區德惠街16號6樓,RPSNMLOLOHPFFCA38CA,25.0666,121.524068
臺北市中山區林森北路557巷3號2樓之1,RPXQMLNLOHPFFCA09CA,25.0645675,121.5263672
臺北市中山區民權東路二段１９號６樓之９,RPPNMLMJPHPFFCA87DA,25.062822,121.528881
臺北市中山區民生東路一段７７號十一樓之４,RPVSMLQJPHPFFCA66CA,25.058266,121.526911
臺北市中山區明水路３８９號八樓之１及明水路383號門牌房屋地下一.二層,RPTOMLMKQHPFFCA48CA,25.077601,121.546505
臺北市中山區中山北路二段８５巷１號三樓之1,RPWNMLOJPHPFFCA68CA,25.058927,121.523525
臺北市中山區林森北路263號四樓之7,RPQNMLLKPHPFFCA87CA,25.0545986,121.5255575
臺北市中山區民生東路一段２７巷１１號8樓,RPVTMLRJPHPFFCA86CA,25.058604,121.525111
臺北市中山區新生北路二段６８巷１５號二樓之３,RPWPMLNJPHPFFCA78CA,25.056509,121.526131
臺北市中山區明水路５９１號１０樓,RPTOMLOJPHPFFCA58DA,25.0808197,121.5512409
臺北市中山區農安街１０之１號５樓之２、５樓之３,RPQUMLMJPHPFFCA68DA,25.064793,121.523608
臺北市中山區松江路２５巷５號６樓之３,RPQTMLQJPHPFFCA98DA,25.0473794,121.5337752
臺北市中山區農安街8號10樓之6、 8號十樓之7,RPQPMLNJPHPFFCA18CA,25.0648387,121.523335
臺北市中山區松江路235巷33號四樓之1,RPQRMLSJPHPFFCA88CA,25.0589319,121.5349238
臺北市中山區新生北路二段108號五樓之15,RPRRMLSJPHPFFCA98CA,25.059995,121.52719
臺北市中山區明水路５６５號六樓,RPQSMLQKPHPFFCA88CA,25.079437,121.551451
臺北市中山區敬業三路１６２巷４０號六樓,RPTTMLMLPHPFFCA98CA,25.077852,121.556995
臺北市中山區撫順街４１巷１之２號四樓之２,RPQQMLOKPHPFFCA48CA,25.0636763,121.5195697
臺北市中山區中山北路二段77巷29號9樓之2,RPUNMLNKPHPFFCA48CA,25.05756,121.524474
臺北市中山區林森北路１０７巷３０號五樓之９,RPXRMLNKPHPFFCA56CA,25.050004,121.526051
臺北市中山區五常街11巷3號九樓,RPQPMLTJPHPFFCA78CA,25.064527,121.538121
臺北市中山區建國北路一段55號10樓之3,RPQQMLTJPHPFFCA88CA,25.050398,121.537144
臺北市中山區中山北路一段121巷33號4樓之3,RPSSMLMJPHPFFCA58CA,25.050893,121.52466
臺北市中山區基湖路145巷18號5樓,RPPPMLNJPHPFFCA08CA,25.077938,121.564261
臺北市中山區復興北路290號2樓之1,RPPSMLLJPHPFFCA18CA,25.059224,121.543921
臺北市中山區中山北路二段59巷21號6樓之2,RPQSMLLJPHPFFCA28CA,25.0559167,121.523941
臺北市中山區林森北路５７５號八樓之１,RPPTMLLJPHPFFCA28CA,25.065078,121.525813
林森北路６７巷３１號四樓,RPPNMLLJPHPFFCA77DA,25.048507,121.525564
臺北市中山區民生東路一段２６號７樓,RPQNMLMKPHPFFCA08DA,25.057893,121.523761
臺北市中山區雙城街１８巷９號５樓之３,RPPNMLRJPHPFFCA38DA,25.065524,121.523537
臺北市中山區林森北路１２１號３樓之１２,RPTOMLTJPHPFFCA09DA,25.050803,121.525154
臺北市中山區龍江路３５６巷５６號５樓,RPUVMLRKPHPFFCA17DA,25.065858,121.538775
臺北市中山區松江路１號八樓之１,RPOOMLRJPHPFFCA28CA,25.0458351,121.533301
臺北市中山區民權東路一段19號13樓,RPTUMLQJPHPFFCA66CA,25.0629922,121.5234669
臺北市中山區新生北路二段108號7樓之4,RPRWMLNJPHPFFCA98CA,25.059995,121.52719
臺北市中山區林森北路481號4樓之6,RPTNMLOJPHPFFCA38CA,25.061093,121.52601
臺北市中山區長春路28號3樓之3,RPRVMLNJPHPFFCA88CA,25.0548348,121.5247678
臺北市中山區八德路二段２８４號四樓,RPVNMLRJPHPFFCA88CA,25.046911,121.541755
建國北路二段２５８巷１３號四樓,RPPPMLLJPHPFFCA97DA,25.061906,121.535996
敬業三路１６２巷１０８號三樓,RPRQMLLJPHPFFCA38EA,25.07748,121.558489
長安東路二段１１３號,RPUQMLLJPHPFFCA68EA,25.0486841,121.5353812
松江路１０８巷３之１號三樓,RPWOMLMJPHPFFCA78EA,25.051495,121.532407
農安街２０號七樓之４,RPWNMLMJPHPFFCA58DA,25.064752,121.524934
臺北市中山區中山北路二段９３巷８號十樓之８,RPPNMLMKPHPFFCA87CA,25.059312,121.523592
林森北路４８１號九樓之６,RPRSMLMJPHPFFCA58DA,25.061093,121.52601
中山北路一段１０１號六樓之２,RPPOMLMJPHPFFCA97DA,25.050834,121.522429
新生北路三段８５號三樓之１,RPUPMLSJPHPFFCA66EA,25.067291,121.528081
松江路６３巷１號八樓之２,RPPPMLQJPHPFFCA58EA,25.049014,121.533479
林森北路１０７巷４１號五樓之１,RPTOMLNJPHPFFCA58EA,25.050114,121.52633
林森北路５３６號四樓之２,RPVQMLNJPHPFFCA98EA,25.063898,121.525544
新生北路一段４７巷３７號,RPRRMLMJPHPFFCA58EA,25.04803,121.531107
合江街２９號二樓,RPOPMLLJPHPFFCA97EA,25.055379,121.539171
樂群二路９３號十一樓之２,RPTNMLMJPHPFFCA38EA,25.080181,121.554782
明水路５２６巷５６號六樓之３,RPQPMLQJPHPFFCA68EA,25.079144,121.554172
龍江路３５８號七樓,RPXSMLNJPHPFFCA76EA,25.066088,121.540856
五常街１１巷９號十一樓,RPXOMLTLOHPFFCA96DA,25.064785,121.537902
林森北路１０７巷６２號七樓之１,RPRPMLLJPHPFFCA18DA,25.049797,121.527006
新生北路一段１０８之３號九樓,RPQSMLKMOHPFFCA48DA,25.049902,121.528085
復興北路１９８號,RPRQMLNJPHPFFCA48DA,25.0554739,121.5438056
林森北路４１３號五樓之１０,RPUSMLNJPHPFFCA98DA,25.059762,121.525709
長安東路一段５３巷１之５號二樓之７,RPVSMLNJPHPFFCA09DA,25.042618619002216,121.56596302986144
堤頂大道二段５００號九樓之３,RPUSMLQJPHPFFCA66DA,25.083085,121.561174
龍江路２０９巷７號二樓,RPPUMLQJPHPFFCA98DA,25.056661,121.540995
中山北路二段２７巷７號五樓,RPRUMLQJPHPFFCA56DA,25.0532452,121.5238404
林森北路４１３號九樓之１１,RPQNMLRJPHPFFCA48DA,25.059762,121.525709
復興北路１７８號五樓之９,RPWNMLRJPHPFFCA09DA,25.054245,121.543804
新生北路二段６６號十樓之２４,RPWTMLNJPHPFFCA66DA,25.056114,121.527201
建國北路三段１１３巷１９弄２號四樓,RPTPMLNJPHPFFCA58DA,25.067185,121.535982
五常街１１巷９號九樓之２,RPPTMLNJPHPFFCA68EA,25.064785,121.537902
興安街１００號二樓,RPUSMLNJPHPFFCA09EA,25.055727,121.542834
新生北路一段６７號七樓之２,RPVSMLNJPHPFFCA56EA,25.049625,121.528979
通北街６５巷２２號,RPPUMLNJPHPFFCA78EA,25.084124,121.538216
林森北路４１６巷３號二樓之１３,RPOOMLRJPHPFFCA48EA,25.059795,121.5250041
中山北路二段２０巷１８號四樓,RPTOMLRJPHPFFCA98EA,25.0535,121.52112
